polling_station_number,parlament_voters,Oppobloc,Strength and Honor,Fatherland,OP for Life,European Solidarity,Ukrainian Strategy,Servant of the People,Radical Party,Party of Shariy,Voice,Freedom,Other parties,district_number
180190,584,5,43,55,61,39,9,258,35,13,34,9,23,66
180191,907,16,86,63,89,66,19,440,42,15,32,12,27,66
180192,819,12,69,75,73,54,23,385,50,16,30,7,25,66
180193,850,9,62,43,74,70,37,410,48,13,24,8,52,66
180194,982,11,79,65,67,68,34,482,43,17,53,21,42,66
180195,152,0,18,7,4,7,10,58,35,0,2,1,10,66
180196,203,10,23,15,12,13,9,70,35,3,5,3,5,66
180197,205,8,10,12,8,20,15,95,23,1,2,4,7,66
180198,238,8,8,20,7,21,17,85,56,1,2,2,11,66
180199,259,5,17,28,12,15,12,114,37,0,7,0,12,66
180200,139,5,6,12,4,32,13,42,17,0,2,0,6,66
180201,157,5,2,5,10,3,5,95,21,0,3,2,6,66
180202,308,4,11,24,11,34,17,122,73,1,1,1,9,66
180203,117,1,1,10,9,24,9,26,28,0,4,1,4,66
180204,180,0,6,17,17,21,8,65,30,0,5,0,11,66
180205,220,8,11,22,11,17,3,98,30,0,3,0,17,66
180206,77,2,4,10,3,12,3,20,18,1,1,0,3,66
180207,175,2,7,9,7,22,7,84,23,0,6,0,8,66
180208,346,2,10,15,18,30,12,143,76,5,11,8,16,66
180209,163,3,8,18,2,14,14,38,49,2,4,1,10,66
180210,102,4,2,7,7,11,8,42,17,1,0,0,3,66
180211,405,7,25,49,19,28,14,167,67,2,11,4,12,66
180212,129,1,8,8,7,9,0,73,16,0,3,0,4,66
180213,153,4,7,11,11,6,6,73,15,0,3,10,7,66
180214,212,5,13,20,11,13,12,75,39,1,7,3,13,66
180215,153,4,10,18,5,19,6,40,31,0,5,1,14,66
180216,267,7,25,15,12,11,12,122,37,3,10,0,13,66
180217,100,2,2,5,6,4,3,48,25,0,3,0,2,66
180218,104,5,5,9,13,5,6,37,13,2,0,2,7,66
180219,206,12,11,7,19,9,4,88,35,0,6,8,7,66
180220,151,5,5,8,11,5,6,72,22,0,5,2,10,66
180221,81,1,4,10,4,13,1,23,16,0,5,0,4,66
180222,135,0,3,9,6,8,7,74,17,0,5,1,5,66
180223,140,1,3,3,24,4,0,82,13,0,2,1,7,66
180224,127,2,2,10,12,6,7,48,25,0,7,0,8,66
180225,32,2,1,4,2,4,0,14,2,1,2,0,0,66
180440,1071,9,64,92,74,94,27,540,36,15,66,24,30,66
180441,748,5,48,57,25,55,11,405,23,16,52,20,31,66
180442,228,1,12,23,20,19,2,117,13,1,13,4,3,66
180443,257,1,27,17,29,14,4,122,14,3,8,8,10,66
180444,1054,6,55,109,83,78,23,546,31,7,60,25,31,66
180446,969,7,68,86,56,87,21,483,41,10,63,24,23,66
180447,1059,7,61,108,78,89,27,506,45,12,70,15,41,66
180448,883,9,32,120,52,59,16,469,29,7,54,9,27,66
180449,1063,8,43,90,66,98,18,573,35,15,55,21,41,66
180450,981,3,41,116,55,82,21,532,25,8,54,15,29,66
180451,928,6,48,74,37,59,20,535,47,6,55,15,26,66
180452,134,2,7,19,11,10,3,51,15,2,5,3,6,66
180453,305,4,9,75,21,16,8,118,23,6,17,3,5,66
180454,57,0,0,24,1,5,1,19,2,0,3,0,2,66
180455,79,0,2,12,7,2,3,35,9,0,3,2,4,66
180456,104,4,9,13,10,12,5,31,9,0,5,0,6,66
180457,119,0,5,12,3,18,3,45,17,0,3,3,10,66
180458,200,0,7,19,17,9,6,89,28,0,9,2,14,66
180459,166,2,5,21,9,6,4,74,27,0,3,4,11,66
180460,125,0,4,10,12,10,6,51,24,0,1,6,1,66
180461,282,0,8,19,10,12,11,125,64,2,10,11,10,66
180462,128,0,6,16,8,7,5,57,18,0,3,1,7,66
180463,70,0,4,2,9,7,0,40,3,0,2,2,1,66
180464,33,0,0,1,4,8,0,7,7,0,2,4,0,66
180465,196,3,10,12,12,13,9,91,19,2,10,8,7,66
180466,220,1,4,11,55,3,3,119,17,1,1,2,3,66
180467,180,3,10,25,7,11,1,82,18,0,8,6,9,66
180468,193,1,11,22,13,4,5,86,17,0,5,17,12,66
180469,63,1,0,4,4,3,4,25,13,0,5,1,3,66
180470,209,1,3,69,30,15,3,66,9,2,2,2,7,66
180471,177,3,3,8,19,19,6,61,37,0,7,5,9,66
180472,85,0,1,19,7,5,1,22,21,0,0,5,4,66
180473,232,0,12,27,11,14,7,92,42,0,10,4,13,66
180474,314,3,18,29,20,27,2,159,22,4,11,5,14,66
180475,73,2,5,8,3,3,3,15,17,0,3,5,9,66
180476,560,6,28,40,29,37,13,285,41,7,41,8,25,66
180477,366,10,26,39,28,33,15,135,38,9,4,3,26,66
180478,284,0,14,36,13,27,15,113,44,2,2,0,18,66
180479,126,1,3,13,4,10,1,71,8,2,4,1,8,66
180480,87,1,4,12,3,9,1,43,9,0,1,2,2,66
180481,141,0,2,50,4,8,5,51,5,2,4,4,6,66
180482,100,2,0,10,6,9,0,47,20,0,0,3,3,66
180483,111,0,0,28,4,5,4,25,0,0,6,4,35,66
180484,480,2,25,36,34,19,8,260,44,3,23,10,16,66
180485,114,1,2,18,20,1,3,58,2,0,3,2,4,66
180486,21,0,0,2,3,4,1,8,1,0,1,0,1,66
180563,533,3,25,30,20,59,13,290,29,4,34,2,24,66
180564,620,20,36,62,42,31,33,279,60,3,22,3,29,66
180565,164,5,8,7,24,16,10,58,14,0,14,1,7,66
180566,241,4,9,24,12,16,20,114,20,2,7,0,13,66
180567,201,6,13,24,15,13,7,87,12,0,6,1,17,66
180568,127,1,3,15,12,16,3,46,16,3,6,1,5,66
180569,83,1,0,12,6,8,6,21,17,0,4,0,8,66
180570,81,3,3,5,7,10,3,31,12,0,1,1,5,66
180571,227,2,11,32,16,23,5,97,16,1,9,3,12,66
180572,206,6,8,22,13,12,4,107,12,2,6,0,14,66
180573,146,3,5,22,13,5,4,64,20,0,4,1,5,66
180574,60,3,0,10,0,7,6,18,6,3,1,0,6,66
180575,193,3,7,33,20,16,10,54,30,4,6,1,9,66
180576,88,4,1,17,6,4,2,38,5,1,3,2,5,66
180577,124,2,3,15,8,12,4,58,11,2,0,1,8,66
180578,52,2,2,9,4,7,3,8,12,0,1,3,1,66
180579,164,4,3,8,25,4,4,76,16,0,6,4,14,66
180580,73,6,0,12,8,2,3,31,6,0,1,0,4,66
180581,44,2,2,5,1,4,1,14,8,0,3,0,4,66
180582,157,2,5,16,12,9,8,62,21,1,7,0,14,66
180583,82,7,2,18,3,11,5,27,3,0,3,0,3,66
180584,270,7,17,21,24,18,3,134,36,0,4,0,6,66
180585,177,0,4,14,14,13,1,110,8,0,3,0,10,66
180586,105,1,3,11,6,13,5,40,11,2,7,0,6,66
180587,336,3,9,40,15,37,11,153,30,1,21,6,10,66
180588,96,0,6,16,5,7,3,40,12,0,2,0,5,66
180589,99,3,1,8,10,5,4,42,9,2,4,5,6,66
180590,70,7,1,12,10,7,4,18,4,0,0,0,7,66
180591,74,3,0,11,8,6,1,23,13,0,3,0,6,66
180592,222,11,19,31,28,13,5,67,23,1,8,0,16,66
180593,212,1,17,30,7,17,11,81,25,3,9,2,9,66
180594,265,2,10,37,13,22,7,122,29,3,7,2,11,66
180595,78,2,3,10,6,8,0,38,8,1,1,0,1,66
180596,186,5,4,20,11,5,2,85,30,1,3,5,15,66
180597,205,4,6,25,11,12,9,102,20,1,6,1,8,66
180598,125,2,4,14,11,13,3,53,12,1,3,2,7,66
180599,181,4,5,22,7,16,11,91,4,0,8,3,10,66
180600,80,2,5,19,2,12,1,25,10,0,2,1,1,66
180601,296,3,11,41,12,32,6,132,27,2,13,3,14,66
180602,125,0,3,9,8,15,2,61,13,0,2,2,10,66
180603,235,7,11,27,16,17,9,111,11,3,5,1,17,66
180604,157,2,9,13,10,15,6,64,24,1,3,2,8,66
180606,893,27,29,67,102,31,12,462,88,7,33,3,32,66
180607,211,5,10,25,11,19,1,66,38,0,2,17,17,66
180608,106,11,2,8,15,8,0,31,22,0,2,0,7,66
180609,163,2,4,11,17,5,3,63,46,0,4,0,8,66
180610,54,6,1,6,4,8,1,16,7,0,3,0,2,66
180611,57,0,1,5,4,6,0,30,8,0,0,0,3,66
180612,81,3,3,16,7,8,3,26,10,1,4,0,0,66
180613,118,17,4,11,14,13,1,32,16,0,1,0,9,66
180614,147,2,8,9,6,18,6,57,29,1,2,2,7,66
180615,117,2,4,17,9,21,0,38,20,0,0,0,6,66
180616,242,23,3,43,32,9,5,91,25,1,1,0,9,66
180617,125,7,1,17,17,8,0,38,28,2,1,0,6,66
180618,90,1,5,6,6,5,2,43,10,0,3,1,8,66
180619,116,2,3,8,10,11,2,50,22,1,2,0,5,66
180620,137,8,3,27,15,6,1,42,19,0,4,1,11,66
180621,191,1,8,35,17,25,3,78,18,0,1,0,5,66
180622,154,6,2,13,14,15,4,69,13,1,8,0,9,66
180623,192,6,6,5,28,9,2,88,39,2,1,0,6,66
180624,124,3,2,18,14,6,2,45,20,0,2,1,11,66
180625,118,3,3,11,11,9,1,57,14,0,1,2,6,66
180626,119,20,3,13,3,4,2,45,18,0,1,2,8,66
180627,18,0,1,4,2,3,0,6,2,0,0,0,0,66
180913,333,1,7,16,29,26,14,178,13,6,12,10,21,66
180914,457,11,16,41,39,49,30,194,9,8,18,20,22,66
180915,629,9,34,52,50,74,14,301,28,8,26,5,28,66
180916,535,2,24,37,32,53,22,256,15,6,28,24,36,66
180917,570,6,23,61,44,42,19,282,22,4,26,14,27,66
180918,863,5,40,86,80,115,35,351,30,10,43,21,47,66
180919,564,8,19,48,31,49,16,286,26,8,36,12,25,66
180920,708,5,24,59,40,62,15,351,49,7,19,9,68,66
180921,205,6,5,19,5,26,4,101,7,3,14,7,8,66
180922,102,2,1,14,3,4,6,45,4,0,8,7,8,66
180923,307,1,6,40,27,8,9,160,28,3,12,1,12,66
180924,330,1,14,23,12,46,13,130,57,1,7,6,20,66
180925,299,4,2,22,12,37,21,137,38,0,7,4,15,66
180926,323,4,7,45,10,29,11,145,43,2,5,4,18,66
180927,108,0,3,5,6,9,2,56,20,1,0,1,5,66
180928,209,5,8,35,16,10,4,74,40,1,6,3,7,66
180929,222,3,6,18,14,19,9,91,36,1,7,4,14,66
180930,457,6,18,37,24,53,12,191,71,2,15,1,27,66
180931,119,1,1,15,3,11,3,60,21,0,0,0,4,66
180932,48,0,0,7,0,8,1,7,12,1,2,2,8,66
180933,36,0,0,13,4,4,0,6,6,0,0,0,3,66
180934,185,2,13,12,11,19,9,72,25,1,9,7,5,66
180936,202,2,10,29,13,20,8,56,44,0,1,4,15,66
180937,176,3,8,27,20,13,8,62,21,0,2,1,11,66
180938,212,0,9,24,12,20,14,79,23,1,12,6,12,66
180939,186,3,8,17,6,23,4,49,49,0,4,11,12,66
180940,47,0,1,14,7,1,1,4,11,0,0,3,5,66
180941,57,1,7,5,4,16,2,4,5,1,9,1,2,66
180942,216,3,4,16,6,17,8,93,39,0,6,5,19,66
180943,232,5,9,32,10,13,15,101,23,1,7,5,11,66
180944,74,0,1,13,3,11,4,16,12,0,6,2,6,66
180945,364,1,15,33,43,25,8,162,39,1,11,3,23,66
180946,134,1,1,24,7,23,3,45,18,0,2,3,7,66
180947,80,4,1,13,7,11,5,28,8,0,0,0,3,66
180948,603,2,25,49,41,64,21,310,39,0,16,8,28,66
180949,437,3,14,37,23,35,14,218,42,1,13,10,27,66
180950,47,0,0,5,2,1,6,20,9,0,1,1,2,66
180951,171,4,4,29,15,9,8,66,17,1,3,6,9,66
180952,110,0,3,9,4,12,5,46,13,2,6,1,9,66
180953,117,1,0,34,4,11,7,36,12,0,0,1,11,66
180954,231,3,10,23,26,16,4,94,25,3,7,1,19,66
180955,60,1,3,4,2,11,4,25,3,1,0,0,6,66
180956,27,0,0,5,0,2,1,7,7,0,0,0,5,66
180957,98,1,0,10,15,11,1,20,29,0,0,1,10,66
180958,53,0,2,9,1,8,3,14,15,0,0,1,0,66
180959,146,1,4,25,5,6,7,63,23,0,3,1,8,66
180960,46,0,0,2,6,5,3,12,11,0,3,0,4,66
180961,177,1,5,30,3,17,4,68,23,0,12,5,9,66
180962,100,0,0,26,3,7,2,33,22,1,0,0,6,66
180963,200,0,6,26,11,16,6,62,47,0,6,6,14,66
180964,697,13,50,67,52,56,26,271,64,0,34,20,44,66
180965,94,0,3,10,7,12,2,14,32,0,1,3,10,66
180966,108,1,13,11,2,6,5,38,19,2,6,0,5,66
180967,254,1,6,21,16,19,7,88,73,0,7,1,15,66
180968,17,0,0,0,3,3,0,10,0,0,0,1,0,66
181119,858,13,40,77,65,61,18,451,46,25,28,7,27,66
181120,1019,11,65,73,54,101,26,521,54,14,41,23,36,66
181121,886,10,56,75,66,44,31,464,56,14,34,11,25,66
181122,1023,8,71,67,89,87,34,514,53,16,42,10,32,66
181123,229,8,8,16,14,11,20,107,30,2,0,2,11,66
181124,465,1,38,21,15,40,9,270,28,5,23,6,9,66
181125,161,5,5,11,9,33,9,63,16,0,1,3,6,66
181126,185,2,4,14,20,13,5,80,21,0,3,5,18,66
181127,245,6,6,14,6,79,9,78,30,0,7,0,10,66
181128,286,2,7,21,16,46,10,97,40,2,14,14,17,66
181129,56,3,1,6,10,2,4,18,8,0,0,1,3,66
181130,259,9,8,30,15,31,12,81,42,0,4,3,24,66
181131,85,1,2,2,7,15,2,24,23,1,2,0,6,66
181132,124,7,2,9,10,24,12,42,9,0,2,0,7,66
181133,343,2,25,32,26,26,15,129,47,1,8,11,21,66
181134,104,2,1,16,4,13,4,37,17,0,2,0,8,66
181135,288,10,10,10,27,21,9,147,32,7,2,1,12,66
181136,104,4,2,14,5,16,7,38,9,0,5,0,4,66
181137,260,10,6,21,22,13,9,112,39,1,7,7,13,66
181138,180,8,11,19,16,8,10,67,29,0,7,0,5,66
181139,248,1,8,28,8,15,9,130,31,1,3,4,10,66
181140,186,3,13,26,7,19,7,54,42,0,4,0,11,66
181141,223,4,9,23,20,11,12,85,29,0,12,3,15,66
181142,123,4,1,19,9,6,4,44,16,0,2,14,4,66
181143,146,4,3,7,12,13,11,54,32,1,1,1,7,66
181144,151,1,8,9,10,9,2,67,25,0,7,0,13,66
181145,96,6,4,3,4,10,6,46,12,0,0,0,5,66
181146,104,6,0,3,8,14,16,35,12,0,3,0,7,66
181147,156,4,14,9,15,13,7,50,29,0,1,0,14,66
181148,74,6,2,11,6,13,3,20,7,1,0,0,5,66
181149,250,10,9,23,23,12,17,80,52,3,5,1,15,66
181150,128,5,13,5,15,10,13,39,18,0,0,0,10,66
181151,146,7,7,6,17,6,4,65,17,0,4,2,11,66
181152,145,5,2,28,4,15,3,53,19,1,2,4,9,66
181153,130,8,10,11,31,4,4,24,32,0,2,2,2,66
181154,118,5,6,8,19,7,6,31,28,0,2,0,6,66
181155,156,7,8,15,9,18,17,56,15,1,4,0,6,66
181156,85,1,4,4,7,6,5,32,22,0,0,2,2,66
181157,273,3,21,27,10,17,9,123,38,1,9,5,10,66
181158,51,3,1,7,5,7,2,14,11,0,1,0,0,66
181159,115,1,3,10,9,8,6,47,24,0,1,1,5,66
181160,95,4,6,13,9,5,1,20,28,0,0,1,8,66
181161,135,11,4,9,12,19,8,46,13,0,6,0,7,66
181162,85,5,0,5,16,5,2,26,16,0,1,2,7,66
181163,525,12,16,19,43,49,22,245,70,4,2,8,35,66
181164,216,3,4,13,27,11,1,94,39,5,0,0,19,66
181165,23,1,1,3,1,2,2,8,2,0,0,0,3,66
181300,1015,7,59,137,42,119,44,478,36,9,47,9,28,66
181301,1135,7,73,143,46,89,40,598,42,10,38,15,34,66
181302,977,3,52,107,48,81,36,515,37,11,51,10,26,66
181303,639,5,31,103,22,53,21,296,38,9,32,7,22,66
181304,985,8,72,104,48,111,42,450,46,14,46,16,28,66
181305,1054,15,40,121,63,113,34,492,46,14,62,18,36,66
181306,1148,6,42,157,70,138,38,508,48,15,62,16,48,66
181307,888,5,45,123,48,100,33,392,36,8,44,22,32,66
181308,1196,5,78,117,72,113,51,541,62,32,68,19,38,66
181309,1076,9,59,118,46,97,37,529,52,15,55,29,30,66
181310,20,1,1,7,0,2,0,7,2,0,0,0,0,66
181463,954,13,41,38,129,60,20,501,33,23,45,9,42,66
180292,383,3,23,28,30,33,15,176,17,4,21,8,25,67
180293,246,2,3,28,21,8,7,126,22,2,5,5,17,67
180294,168,1,7,16,5,13,8,79,24,0,6,5,4,67
180295,152,2,8,13,15,8,5,68,20,2,1,4,6,67
180296,170,3,8,20,14,12,7,79,9,0,12,3,3,67
180297,139,2,13,16,9,13,2,57,14,3,6,1,3,67
180298,95,1,5,16,4,3,0,45,11,1,4,3,2,67
180299,270,2,11,30,17,10,6,133,23,1,19,10,8,67
180300,796,10,42,44,45,53,21,452,36,11,44,11,27,67
180301,314,7,15,62,20,19,17,102,36,4,4,16,12,67
180302,46,0,2,2,7,2,4,12,9,0,2,1,5,67
180303,184,1,8,13,10,10,6,86,19,2,4,18,7,67
180304,148,2,9,12,11,5,6,68,26,1,2,1,5,67
180305,560,13,54,41,61,34,13,282,16,1,20,4,21,67
180306,124,2,15,16,9,10,2,52,10,0,4,1,3,67
180307,60,0,0,9,2,3,2,28,13,0,1,0,2,67
180308,200,1,3,19,20,15,3,83,21,2,12,7,14,67
180309,183,3,8,17,6,11,10,72,37,0,6,4,9,67
180310,1052,16,62,98,51,78,41,524,52,10,52,28,40,67
180311,214,8,23,19,14,8,6,103,13,2,6,6,6,67
180312,245,0,28,18,7,15,6,126,18,0,14,4,9,67
180313,486,3,30,47,23,31,22,244,29,5,16,16,20,67
180314,83,0,3,10,4,5,1,40,12,0,2,2,4,67
180315,1047,10,67,87,71,73,29,560,36,15,46,19,34,67
180316,78,1,1,5,6,5,3,26,9,1,3,9,9,67
180317,754,8,30,39,43,51,31,436,29,5,40,27,15,67
180318,162,8,3,14,17,6,6,52,18,0,3,19,16,67
180319,411,6,24,20,15,30,14,228,39,1,15,7,12,67
180320,141,4,6,17,12,7,1,69,14,1,3,4,3,67
180321,281,8,11,27,25,21,4,133,22,1,5,18,6,67
180322,579,5,39,42,18,46,12,319,18,13,42,8,17,67
180323,250,1,16,18,27,14,3,138,8,2,14,0,9,67
180324,646,7,30,59,34,22,21,351,60,12,17,14,19,67
180325,179,3,7,12,14,6,12,90,19,1,1,3,11,67
180326,258,6,23,17,7,26,7,107,11,4,10,9,31,67
180327,965,2,64,75,37,78,23,517,60,8,46,13,42,67
180328,289,1,16,23,6,22,3,158,12,0,19,17,12,67
180329,250,0,9,29,6,30,10,111,25,2,16,1,11,67
180330,512,4,37,46,29,41,16,228,63,4,13,5,26,67
180331,600,4,22,39,20,30,10,300,55,5,27,69,19,67
180332,284,11,14,29,10,15,6,126,39,2,12,12,8,67
180333,271,4,10,17,10,14,11,122,45,0,6,19,13,67
180334,441,14,21,26,28,31,14,233,10,10,22,7,25,67
180335,943,5,58,61,99,48,29,504,23,16,42,12,46,67
180336,1027,15,81,54,132,69,35,499,34,24,34,19,31,67
180337,950,5,92,46,211,74,10,397,20,9,21,31,34,67
180338,625,13,52,20,120,46,17,270,12,23,18,17,17,67
180339,1317,18,84,50,166,168,29,608,16,31,53,34,60,67
180340,270,3,20,42,16,14,5,95,24,2,5,30,14,67
180341,694,6,26,42,34,65,22,379,36,10,45,8,21,67
180342,135,0,8,10,12,6,2,71,12,3,7,1,3,67
180343,740,11,43,96,76,33,19,327,42,2,25,40,26,67
180344,262,9,21,10,25,14,11,139,11,3,6,8,5,67
180345,153,1,5,22,10,6,7,61,20,0,1,10,10,67
180346,95,0,3,16,3,8,2,33,17,1,0,8,4,67
180347,111,1,4,30,9,11,3,36,13,0,0,0,4,67
180348,345,2,15,31,20,20,15,157,32,4,23,18,8,67
180349,695,9,40,65,50,41,17,334,46,7,36,24,26,67
180350,496,4,36,43,33,40,8,255,16,11,26,7,17,67
180351,199,2,17,38,11,10,7,74,20,0,6,5,9,67
180352,161,1,8,9,9,7,5,87,17,1,4,5,8,67
180353,751,2,38,43,40,64,28,415,22,10,42,18,29,67
180354,328,5,25,20,14,9,6,191,21,0,17,5,15,67
180355,1060,10,92,51,55,59,34,558,57,7,34,64,39,67
180356,521,2,37,60,20,23,13,231,56,5,30,15,29,67
180357,120,3,5,8,8,7,3,64,12,0,3,1,6,67
180358,23,1,1,3,1,1,0,7,4,0,0,1,4,67
180359,194,8,13,31,12,10,5,81,12,4,2,1,15,67
180360,44,0,4,4,6,5,2,13,3,0,3,3,1,67
180361,26,0,2,2,2,2,1,14,0,0,0,1,2,67
180362,38,1,0,5,3,3,0,17,5,0,1,2,1,67
180519,884,8,62,111,91,49,34,408,53,12,31,9,16,67
180520,316,16,10,62,22,10,13,99,54,1,12,3,14,67
180521,246,2,8,43,14,17,3,94,46,0,2,9,8,67
180522,314,2,3,30,17,10,2,170,50,0,7,13,10,67
180523,291,4,16,66,13,9,13,112,43,0,1,8,6,67
180524,109,0,6,13,7,9,0,55,6,0,1,7,5,67
180525,283,3,5,47,9,14,18,110,55,3,6,5,8,67
180526,101,0,1,16,15,2,3,29,28,0,2,3,2,67
180527,306,5,24,41,27,24,3,126,36,0,5,7,8,67
180528,228,1,5,37,23,11,6,104,29,0,4,1,7,67
180529,89,1,2,16,8,6,4,27,18,0,0,2,5,67
180530,64,4,2,23,3,1,0,20,6,0,1,3,1,67
180531,131,3,8,16,9,10,5,50,15,1,4,4,6,67
180532,213,4,10,44,8,15,3,98,18,0,1,6,6,67
180533,220,5,6,46,16,10,4,78,30,0,7,6,12,67
180534,72,2,1,17,10,3,1,16,14,0,1,4,3,67
180535,151,1,4,23,22,4,2,62,21,0,0,4,8,67
180536,98,1,2,20,17,3,2,31,14,1,3,2,2,67
180537,124,3,1,20,20,11,1,37,18,0,1,7,5,67
180538,185,5,2,14,6,7,6,85,43,3,4,7,3,67
180539,652,8,48,80,52,43,16,331,21,2,29,5,17,67
180540,383,2,17,33,18,11,13,219,37,0,8,8,17,67
180541,114,2,4,20,9,8,6,48,9,0,3,3,2,67
180542,408,14,5,96,7,21,19,156,58,0,6,11,15,67
180543,217,0,3,47,13,4,4,95,25,1,1,15,9,67
180544,318,3,13,45,7,12,25,136,46,1,15,4,11,67
180545,108,2,5,13,6,5,10,38,22,0,1,4,2,67
180546,119,6,2,16,13,0,4,40,25,0,4,2,7,67
180547,55,1,1,11,9,7,2,12,8,0,2,1,1,67
180548,527,4,16,55,71,17,8,243,60,5,25,6,17,67
180549,578,15,36,104,36,31,27,212,67,7,12,11,20,67
180550,227,3,17,40,31,24,15,59,22,3,2,2,9,67
180551,532,5,22,64,24,34,24,286,29,4,21,6,13,67
180552,194,1,5,23,22,13,4,94,19,3,3,1,6,67
180553,562,10,23,59,39,31,10,315,34,7,18,8,8,67
180554,249,4,11,27,15,6,10,97,61,0,8,3,7,67
180555,157,4,2,28,4,17,7,51,22,3,4,8,7,67
180556,397,3,10,50,31,34,8,176,61,2,7,6,9,67
180557,150,5,1,31,6,9,3,55,33,0,2,1,4,67
180558,117,0,0,38,4,6,4,44,14,0,1,2,4,67
180559,241,5,20,28,8,13,6,98,36,0,14,3,10,67
180560,464,8,22,59,42,23,8,232,42,1,13,2,12,67
180561,363,7,20,46,25,18,12,190,16,2,9,10,8,67
180562,24,0,0,6,2,1,0,9,2,0,1,1,2,67
180970,707,9,17,80,84,26,18,331,74,2,28,3,35,67
180971,122,2,2,18,8,11,2,35,35,0,3,1,5,67
180972,836,15,47,102,70,53,37,349,86,5,35,10,27,67
180973,751,11,41,89,40,54,32,328,86,9,33,5,23,67
180974,949,20,61,91,88,60,34,437,81,2,29,20,26,67
180975,540,17,26,57,30,46,23,255,39,5,20,5,17,67
180976,330,3,26,22,49,21,9,142,25,3,12,4,14,67
180977,614,11,53,24,63,58,20,286,24,9,31,10,25,67
180978,309,0,16,45,33,31,7,126,27,3,12,2,7,67
180979,485,6,43,33,54,48,19,198,48,2,22,3,9,67
180980,124,3,8,16,7,4,3,54,17,1,4,0,7,67
180981,158,2,6,14,5,13,7,74,25,0,8,0,4,67
180982,166,5,7,8,13,7,5,75,29,0,9,2,6,67
180983,321,32,7,35,31,9,5,125,58,0,6,1,12,67
180984,403,3,24,68,31,17,8,133,79,1,13,4,22,67
180985,174,3,4,17,12,8,5,84,30,0,1,0,10,67
180986,144,4,7,22,6,12,4,43,17,4,15,1,9,67
180987,81,5,3,23,7,5,1,15,15,0,0,2,5,67
180988,253,5,8,29,20,16,10,89,50,0,12,1,13,67
180989,307,4,11,29,20,28,7,128,51,1,9,2,17,67
180990,83,2,2,9,10,8,1,28,11,0,1,1,10,67
180991,285,1,22,32,27,23,15,106,39,0,6,2,12,67
180992,44,0,1,7,4,0,1,15,9,1,4,1,1,67
180993,93,0,2,14,4,6,3,44,6,3,4,0,7,67
180994,77,1,5,14,13,13,7,16,4,0,1,0,3,67
180995,258,1,6,10,29,7,9,156,23,0,5,0,12,67
180996,92,6,4,16,6,3,2,29,21,0,1,1,3,67
180997,109,5,5,18,9,11,1,29,24,0,5,0,2,67
180998,66,2,0,8,5,5,5,15,20,0,4,0,2,67
180999,47,2,0,4,5,3,0,18,11,0,0,0,4,67
181000,165,3,4,22,10,7,2,83,28,0,3,0,3,67
181001,436,10,26,46,31,21,24,192,49,1,10,0,26,67
181002,159,8,2,23,5,6,4,73,27,0,4,4,3,67
181003,102,2,2,16,10,7,3,31,17,0,3,2,9,67
181004,127,0,2,22,5,4,3,55,30,1,2,1,2,67
181005,214,1,15,19,23,16,10,81,38,0,7,1,3,67
181006,202,0,15,17,31,14,5,82,27,0,6,0,5,67
181007,105,3,1,10,3,7,1,52,18,0,5,0,5,67
181008,175,1,32,16,12,26,4,43,34,0,2,1,4,67
181009,66,3,1,12,9,5,0,14,14,1,0,0,7,67
181010,60,1,1,12,11,6,0,16,11,0,1,1,0,67
181011,133,5,1,22,10,6,1,51,26,4,1,0,6,67
181012,61,0,2,14,7,2,0,23,6,0,6,0,1,67
181013,189,2,11,37,14,12,6,50,40,0,3,4,10,67
181014,167,0,9,10,13,7,10,66,39,0,6,3,4,67
181015,131,1,0,15,7,6,6,51,32,3,6,0,4,67
181016,41,1,2,3,8,6,2,14,3,0,0,1,1,67
181017,157,6,2,12,27,15,11,44,30,0,5,2,3,67
181018,32,0,1,3,5,2,1,9,9,0,1,0,1,67
181019,54,5,0,7,3,4,2,16,12,0,3,0,2,67
181020,162,4,3,19,18,11,6,54,31,0,3,1,12,67
181021,21,1,1,3,1,2,0,7,3,0,1,0,2,67
181166,516,3,18,68,41,31,18,227,55,3,19,18,15,67
181167,582,10,23,47,66,43,25,261,37,4,25,19,22,67
181168,576,10,14,62,47,52,34,262,27,7,30,8,23,67
181169,743,15,40,70,54,61,29,377,41,3,28,7,18,67
181170,694,7,40,43,74,28,14,372,49,11,25,8,23,67
181171,465,9,8,66,26,28,24,217,46,5,16,6,14,67
181172,347,9,23,38,39,14,13,156,35,1,9,4,6,67
181173,131,8,5,22,11,3,5,46,24,0,3,2,2,67
181174,400,6,11,60,33,10,8,183,69,1,8,2,9,67
181175,374,1,7,66,28,15,15,168,43,6,11,3,11,67
181176,405,1,15,61,37,21,10,195,34,4,12,4,11,67
181177,38,0,0,5,4,0,1,13,13,0,1,0,1,67
181178,227,1,9,29,15,5,11,98,37,1,6,3,12,67
181179,42,0,0,4,3,4,0,22,9,0,0,0,0,67
181180,202,3,4,41,10,7,16,73,34,0,1,4,9,67
181181,255,13,11,22,9,9,11,129,39,2,2,0,8,67
181182,473,28,11,55,33,12,16,207,74,0,8,4,25,67
181183,194,2,14,20,9,12,12,75,37,1,1,2,9,67
181184,79,1,1,12,2,1,7,20,25,0,4,3,3,67
181185,652,8,33,89,35,46,32,286,53,7,30,9,24,67
